Country (code),Country,Year,Sex,Youth unemployed ('000),Youth labour force ('000),Youth unemployment rate (%),Adult unemployed ('000),Adult labour force ('000),Ratio of youth unemployment rate to adult unemployment rate,Total unemployed ('000),Share of youth unemployed in total unemployed (%),Youth population ('000),Share of youth unemployed in youth population (%),Adult unemployment rate (%),Repository (code),Type of source (code),Coverage (code),Age,Notes
RO,Romania,2002,MF,  288.3, 1 297.4,22.2,  573.7, 9 332.2,3.6,  862.0,33.4, 3 473.0,8.3,6.1,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
RO,Romania,2003,MF,  220.6, 1 129.7,19.5,  479.1, 8 937.9,3.6,  699.7,31.5, 3 328.8,6.6,5.4,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
RO,Romania,2004,MF,  268.2, 1 201.2,22.3,  508.3, 8 858.3,3.9,  776.5,34.5, 3 329.4,8.1,5.7,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
RO,Romania,2005,MF,  210.3, 1 038.5,20.3,  494.2, 8 780.5,3.6,  704.5,29.9, 3 324.0,6.3,5.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
RO,Romania,2006,MF,  213.1,  994.3,21.4,  515.2, 9 025.3,3.8,  728.3,29.3, 3 253.2,6.6,5.7,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
RO,Romania,2007,MF,  196.7,  976.4,20.1,  444.3, 9 017.9,4.1,  641.0,30.7, 3 198.8,6.1,4.9,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
RO,Romania,2008,MF,  177.3,  953.4,18.6,  398.3, 8 991.3,4.2,  575.6,30.8, 3 135.4,5.7,4.4,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
RO,Romania,2009,MF,  196.9,  948.7,20.8,  483.8, 8 975.4,3.9,  680.7,28.9, 3 067.4,6.4,5.4,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
RO,Romania,2010,MF,  204.1,  924.5,22.1,  521.1, 9 040.1,3.8,  725.2,28.1, 2 959.2,6.9,5.8,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
RU,Russian Federation,1992,MF, 1 385.897, 10 694.72,13.0, 2 502.703, 64 364.859,3.3, 3 888.6,35.6, 19 491.619,7.1,3.9,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,1993,MF, 1 427.88, 10 418.52,13.7, 2 857.302, 62 425.488,3.0, 4 285.182,33.3, 19 815.859,7.2,4.6,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,1994,MF, 1 678.01, 10 283.38,16.3, 4 059.629, 60 212.172,2.4, 5 737.639,29.2, 20 223.211,8.3,6.7,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,1995,MF, 1 968.936, 10 495.78,18.8, 4 715.342, 60 243.879,2.4, 6 684.278,29.5, 20 600.99,9.6,7.8,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,1996,MF, 1 924.112, 9 953.031,19.3, 4 816.264, 59 775.969,2.4, 6 740.376,28.5, 20 904.93,9.2,8.1,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,1997,MF, 2 171.52, 9 262.74,23.4, 5 882.025, 58 958.059,2.3, 8 053.545,27.0, 21 223.471,10.2,10.0,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,1998,MF, 2 397.589, 8 847.79,27.1, 6 540.62, 58 554.43,2.4, 8 938.209,26.8, 21 673.119,11.1,11.2,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,1999,MF, 2 423.562, 10 076.66,24.1, 7 012.01, 62 244.609,2.1, 9 435.572,25.7, 22 162.359,10.9,11.3,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,2000,MF, 2 064.8, 9 969.363,20.7, 5 634.744, 62 717.762,2.3, 7 699.544,26.8, 22 557.4,9.2,9.0,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,2001,MF, 1 707.18, 9 485.537,18.0, 4 716.552, 62 061.109,2.4, 6 423.732,26.6, 22 971.32,7.4,7.6,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,2002,MF, 1 493.139, 9 592.351,15.6, 4 205.132, 62 764.781,2.3, 5 698.271,26.2, 23 452.26,6.4,6.7,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,2003,MF, 1 673.849, 9 541.157,17.5, 4 285.384, 62 820.09,2.6, 5 959.233,28.1, 24 519.199,6.8,6.8,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,2004,MF, 1 631.348, 9 496.821,17.2, 4 043.486, 63 452.75,2.7, 5 674.834,28.7, 24 509.0,6.7,6.4,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,2005,MF, 1 488.306, 9 462.571,15.7, 3 774.479, 63 943.238,2.7, 5 262.785,28.3, 24 230.0,6.1,5.9,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,2006,MF, 1 567.465, 9 494.79,16.5, 3 744.484, 64 672.109,2.9, 5 311.949,29.5, 23 994.0,6.5,5.8,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,2007,MF, 1 387.878, 9 570.283,14.5, 3 197.878, 65 588.688,3.0, 4 585.756,30.3, 23 365.0,5.9,4.9,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,2008,MF, 1 416.604, 10 062.89,14.1, 3 374.88, 65 678.547,2.7, 4 791.484,29.6, 22 402.0,6.3,5.1,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,2009,MF, 1 779.913, 9 556.005,18.6, 4 592.882, 66 101.68,2.7, 6 372.795,27.9, 21 292.449,8.4,6.9,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RU,Russian Federation,2010,MF, 1 549.802, 9 027.235,17.2, 4 086.516, 66 412.68,2.8, 5 636.318,27.5, 20 751.619,7.5,6.2,OECD,LFS,T,Youth: 15-24; Adult: 25-72,
RW,Rwanda,1989,MF,  10.2, 1 002.0,1.0,  15.3, 2 166.5,1.4,  25.5,40.0, 1 238.0,0.8,0.7,NSO,LFS,T,Youth: 15-24; Adult: 25+,
RW,Rwanda,1996 b,MF,  6.801,  917.5,0.7,  8.212, 1 653.4,1.5,  15.013,45.3, 1 161.6,0.6,0.5,LABORSTA,HS,T,Youth: 15-24; Adult: 25-64,Reference period: November
SH,Saint Helena,1998,MF,  0.126,  0.529,23.8,  0.32,  1.941,1.4,  0.446,28.3,  0.752,16.8,16.5,LABORSTA,PC,T,Youth: 15-24; Adult: 25-69,Reference period: March
LC,Saint Lucia,1991,MF,  2.5,  16.2,15.4,  1.3,  37.0,4.4,  3.8,65.8,  27.8,9.0,3.5,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
LC,Saint Lucia,1993 b,MF,  5.49,  18.87,29.1,  5.13,  44.24,2.5,  10.62,51.7,,,11.6,CARIBBEAN,HS,T,Youth: 15-24; Adult: 25+,Remark: Including persons not actively looking for work
LC,Saint Lucia,1994,MF,  6.02,  17.84,33.7,  4.69,  44.93,3.2,  11.9,50.6,,,10.4,CARIBBEAN,HS,T,Youth: 15-24; Adult: 25+,Remark: Including persons not actively looking for work
LC,Saint Lucia,1995,MF,  6.05,  17.7,34.2,  4.75,  48.8,3.5,  10.59,57.1,,,9.7,CARIBBEAN,HS,T,Youth: 15-24; Adult: 25+,Remark: Including persons not actively looking for work
LC,Saint Lucia,1996,MF,  6.08,  17.26,35.2,  4.99,  50.5,3.6,  11.06,55.0,,,9.9,CARIBBEAN,HS,T,Youth: 15-24; Adult: 25+,Remark: Including persons not actively looking for work
LC,Saint Lucia,1997,MF,  6.67,  18.23,36.6,  7.71,  52.02,2.5,  14.38,46.4,,,14.8,CARIBBEAN,HS,T,Youth: 15-24; Adult: 25+,Remark: Including persons not actively looking for work
LC,Saint Lucia,1998,MF,  7.76,  17.65,44.0,  7.78,  54.28,3.1,  15.54,49.9,,,14.3,CARIBBEAN,HS,T,Youth: 15-24; Adult: 25+,Remark: Including persons not actively looking for work
LC,Saint Lucia,1999,MF,  6.715,  18.35,36.6,  6.505,  54.72,3.1,  13.22,50.8,,,11.9,CARIBBEAN,HS,T,Youth: 15-24; Adult: 25+,Remark: Including persons not actively looking for work
LC,Saint Lucia,2000,MF,  6.205,  17.175,36.1,  6.36,  58.83,3.3,  12.535,49.5,,,10.8,CARIBBEAN,HS,T,Youth: 15-24; Adult: 25+,Remark: Including persons not actively looking for work
LC,Saint Lucia,2001 b,MF,  4.1,  14.931,27.5,  4.5,  51.319,3.1,  8.6,47.7,  28.188,14.5,8.8,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
LC,Saint Lucia,2002 b,MF,  6.565,  16.453,39.9,  7.52,  65.601,3.5,  12.09,54.3,,,11.5,CARIBBEAN,HS,T,Youth: 15-24; Adult: 25+,Remark: Including persons not actively looking for work
LC,Saint Lucia,2003 b,MF,  6.477,  16.4,39.5,  11.726,  65.6,2.2,  18.203,35.6,  27.7,23.4,17.9,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
LC,Saint Lucia,2004,MF,  6.619,  16.24,40.8,  9.907,  62.552,2.6,  16.526,40.1,,,15.8,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
VC,Saint Vincent and the Grenadines,1991,MF,  4.6,  12.548,36.7,  3.8,  29.127,2.8,  8.4,54.8,  21.958,20.9,13.0,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
WS,Samoa,2001,MF,  1.517,  12.396,12.2,  1.1,  40.363,4.5,  2.617,58.0,  31.88,4.8,2.7,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
ST,Sao Tome and Principe,1991,MF,  0.8,  9.812,8.2,  0.4,  25.236,5.1,  1.2,66.7,  22.634,3.5,1.6,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
SA,Saudi Arabia,1999,MF,  166.992,,,  87.062,,,  254.054,65.7,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
SA,Saudi Arabia,2000,MF,  165.307,,,  108.336,,,  273.643,60.4,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
SA,Saudi Arabia,2001,MF,  169.832,,,  111.315,,,  281.147,60.4,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
SA,Saudi Arabia,2002,MF,  192.823,,,  135.823,,,  328.646,58.7,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
SA,Saudi Arabia,2006,MF,  290.719,,,  211.179,,,  501.898,57.9,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: April
SA,Saudi Arabia,2007,MF,  235.929,,,  227.384,,,  463.313,50.9,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
SA,Saudi Arabia,2008,MF,  216.139,  765.5,28.2,  201.923, 7 609.5,10.6,  418.062,51.7,,,2.7,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
SN,Senegal,2006,MF,  147.546,  996.6,14.8,  203.824, 2 507.7,1.8,  351.37,42.0,,,8.1,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
RS,Serbia,1991,MF,  284.1,,,  221.3,,,  505.4,56.2,,,,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
RS,Serbia,2004 b,MF,  174.5,,,  491.1,,,  665.6,26.2,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: October
RS,Serbia,2005,MF,  165.6,,,  554.3,,,  719.9,23.0,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: October
RS,Serbia,2006,MF,  169.5,  354.0,47.9,  523.3, 2 969.7,2.7,  692.8,24.5,  946.8,17.9,17.6,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: October
RS,Serbia,2007,MF,  127.7,  292.1,43.7,  457.9, 2 949.1,2.8,  585.6,21.8,  877.6,14.6,15.5,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
RS,Serbia,2008,MF,  102.6,  291.8,35.2,  342.7, 2 975.3,3.1,  445.3,23.0,  898.1,11.4,11.5,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: October
RS,Serbia,2009 b,MF,  107.885,  253.997,42.5,  409.485, 2 853.56,3.0,  517.369,20.9,  861.208,12.5,14.3,NSO,LFS,T,Youth: 15-24; Adult: 25+,
SC,Seychelles,1981,MF,  1.944,  9.1,21.4,  1.186,  14.9,2.7,  3.13,62.1,  13.4,14.5,8.0,LABORSTA,OE,T,Youth: 15-24; Adult: 25+,
SC,Seychelles,1985 b,MF,  3.483,  11.3,30.8,  2.23,  16.3,2.3,  5.713,61.0,  15.2,22.9,13.7,LABORSTA,OE,T,Youth: 15-24; Adult: 25-64,
SC,Seychelles,1994 b,MF,  1.802,  7.896,22.8,  1.738,  26.302,3.5,  3.54,50.9,  13.97,12.9,6.6,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
SC,Seychelles,2002,MF,  1.833,  9.016,20.3,  2.468,  34.843,2.9,  4.301,42.6,  14.564,12.6,7.1,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
SL,Sierra Leone,2004,MF,  20.058,  389.472,5.2,  43.919, 1 479.506,1.7,  63.977,31.4,  794.245,2.5,3.0,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: December
SG,Singapore,1980,MF,  19.2,  399.0,4.8,  14.3,  703.3,2.4,  33.5,57.3,  600.5,3.2,2.0,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1981,MF,  18.9,,,  14.3,,,  33.2,56.9,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1982,MF,  17.1,  381.8,4.5,  12.9,  788.6,2.7,  30.0,57.0,  586.6,2.9,1.6,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1983,MF,  19.7,  375.6,5.2,  19.1,  830.8,2.3,  38.8,50.8,  580.1,3.4,2.3,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1984,MF,  15.7,  340.5,4.6,  16.8,  866.8,2.4,  32.5,48.3,  545.9,2.9,1.9,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1985,MF,  24.2,  325.6,7.4,  29.0,  878.4,2.3,  53.2,45.5,  541.0,4.5,3.3,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1986,MF,  30.9,  311.1,9.9,  53.1,  917.5,1.7,  84.0,36.8,  530.5,5.8,5.8,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1987,MF,  23.2,  295.4,7.9,  39.3,  956.4,1.9,  62.5,37.1,  519.4,4.5,4.1,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1988,MF,  17.4,  289.5,6.0,  28.5,  991.9,2.1,  45.9,37.9,  518.6,3.4,2.9,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1989,MF,  12.4,  289.0,4.3,  18.5, 1 016.4,2.4,  30.9,40.1,  514.2,2.4,1.8,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1990 b,MF,  9.2,  321.8,2.9,  21.1, 1 194.2,1.6,  30.3,30.4,  558.5,1.6,1.8,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
SG,Singapore,1991 b,MF,  9.9,,,  20.4,,,  30.3,32.7,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1992,MF,  16.6,  318.3,5.2,  26.9, 1 301.4,2.5,  43.5,38.2,  556.4,3.0,2.1,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1993,MF,  17.1,  308.0,5.6,  26.6, 1 327.7,2.8,  43.7,39.1,  558.1,3.1,2.0,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1994,MF,  17.1,  299.1,5.7,  27.1, 1 394.0,2.9,  44.2,38.7,  550.7,3.1,1.9,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1995,MF,  14.3,  285.3,5.0,  32.8, 1 462.9,2.2,  47.1,30.4,  556.3,2.6,2.2,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1996,MF,  17.7,  262.1,6.8,  36.2, 1 539.8,2.9,  53.9,32.8,  532.1,3.3,2.4,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1997,MF,  10.6,  256.5,4.1,  27.8, 1 619.5,2.4,  38.4,27.6,  545.9,1.9,1.7,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1998,MF,  14.1,  240.3,5.9,  38.7, 1 691.6,2.6,  52.8,26.7,  543.7,2.6,2.3,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,1999,MF,  17.0,,,  60.4,,,  77.4,22.0,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,2000 b,MF,  14.3,  162.3,8.8,  79.7, 1 414.2,1.6,  94.0,15.2,  412.8,3.5,5.6,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: June
SG,Singapore,2001 b,MF,  13.5,  274.0,4.9,  48.4, 1 845.6,1.9,  61.9,21.8,,,2.6,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,2002,MF,  17.8,  250.1,7.1,  76.5, 1 878.3,1.7,  94.3,18.9,,,4.1,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,2003,MF,  16.5,  253.0,6.5,  84.6, 1 899.0,1.5,  101.1,16.3,,,4.5,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,2004,MF,  18.5,,,  82.8,,,  101.3,18.3,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,2006,MF,  16.4,  184.7,8.9,  67.8, 1 696.0,2.2,  84.2,19.5,  474.8,3.5,4.0,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,2007,MF,  15.8,  179.5,8.9,  59.1, 1 738.7,2.6,  74.9,21.1,  486.9,3.2,3.4,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,2008,MF,  16.6,  181.2,9.2,  59.7, 1 747.2,2.7,  76.3,21.8,  487.7,3.4,3.4,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Coverage limitation: Data refer to permanent residents."
SG,Singapore,2009 b,MF,  23.0,  178.1,12.9,  93.3, 1 807.8,2.5,  116.3,19.8,  500.6,4.6,5.2,NSO,LFS,T,Youth: 15-24; Adult: 25+,
SK,Slovakia,1994,MF,  113.2,  414.0,27.3,  220.5, 2 029.9,2.5,  333.7,33.9,  874.2,12.9,10.9,OECD,LFS,T,Youth: 15-24; Adult: 25+,"Reference period: Continuous survey
Coverage limitation: Excluding conscripts"
SK,Slovakia,1995,MF,  102.7,  414.8,24.8,  221.2, 2 056.0,2.3,  323.9,31.7,  896.3,11.5,10.8,OECD,LFS,T,Youth: 15-24; Adult: 25+,"Reference period: Continuous survey
Coverage limitation: Excluding conscripts"
SK,Slovakia,1996,MF,  89.4,  424.9,21.0,  195.2, 2 084.6,2.2,  284.6,31.4,  911.4,9.8,9.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,"Reference period: Continuous survey
Coverage limitation: Excluding conscripts"
SK,Slovakia,1997,MF,  96.2,  425.2,22.6,  201.6, 2 078.6,2.3,  297.8,32.3,  904.3,10.6,9.7,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
SK,Slovakia,1998,MF,  106.0,  421.6,25.1,  211.5, 2 094.8,2.5,  317.5,33.4,  901.1,11.8,10.1,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
SK,Slovakia,1999 b,MF,  143.4,  423.8,33.8,  273.6, 2 125.8,2.6,  417.0,34.4,  905.3,15.8,12.9,OECD,LFS,T,Youth: 15-24; Adult: 25+,"Reference period: Continuous survey
Survey limitation: Sampling methodology revised."
SK,Slovakia,2000 b,MF,  153.5,  415.2,37.0,  332.4, 2 172.1,2.4,  485.9,31.6,  902.9,17.0,15.3,OECD,LFS,T,Youth: 15-24; Adult: 25+,"Reference period: Continuous survey
Survey limitation: Survey methodology revised."
SK,Slovakia,2001,MF,  160.0,  409.5,39.1,  348.2, 2 222.5,2.5,  508.2,31.5,  895.4,17.9,15.7,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
SK,Slovakia,2002,MF,  146.8,  392.6,37.4,  340.4, 2 221.5,2.4,  487.2,30.1,  902.9,16.3,15.3,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
SK,Slovakia,2003 b,MF,  123.7,  373.6,33.1,  336.0, 2 250.5,2.2,  459.7,26.9,  906.5,13.6,14.9,OECD,LFS,T,Youth: 15-24; Adult: 25+,"Reference period: Continuous survey
Survey limitation: Definition of unemployment revised."
SK,Slovakia,2004,MF,  114.1,  348.8,32.7,  366.7, 2 302.1,2.1,  480.8,23.7,  885.6,12.9,15.9,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
SK,Slovakia,2005,MF,  95.5,  319.5,29.9,  332.0, 2 323.9,2.1,  427.5,22.3,  875.2,10.9,14.3,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
SK,Slovakia,2006,MF,  79.8,  300.0,26.6,  273.3, 2 354.7,2.3,  353.1,22.6,  855.7,9.3,11.6,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
SK,Slovakia,2007,MF,  58.896,  292.882,20.1,  232.958, 2 356.244,2.0,  291.854,20.2,  849.071,6.9,9.9,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
SK,Slovakia,2008,MF,  50.804,  269.827,18.8,  206.657, 2 421.375,2.2,  257.461,19.7,  834.653,6.1,8.5,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
SK,Slovakia,2009,MF,  69.747,  255.109,27.3,  254.441, 2 434.873,2.6,  324.188,21.5,  814.77,8.6,10.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
SK,Slovakia,2010,MF,  82.656,  245.756,33.6,  306.356, 2 460.742,2.7,  389.012,21.2,  793.724,10.4,12.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Continuous survey
SI,Slovenia,1991,MF,  31.131,  140.0,22.2,  35.815,  805.6,5.0,  66.946,46.5,  288.5,10.8,4.4,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
SI,Slovenia,1993 b,MF,  30.0,  92.0,32.6,  44.0,  754.0,5.6,  74.0,40.5,  294.0,10.2,5.8,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: May
Coverage limitation: Excluding regular military living in barracks"
SI,Slovenia,1994,MF,  26.0,  118.0,22.0,  51.0,  816.0,3.5,  77.0,33.8,  299.0,8.7,6.3,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: May
Coverage limitation: Excluding regular military living in barracks"
SI,Slovenia,1995,MF,  24.0,  127.0,18.9,  44.0,  824.0,3.5,  68.0,35.3,  305.0,7.9,5.3,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: May
Coverage limitation: Excluding regular military living in barracks"
SI,Slovenia,1996,MF,  23.0,  120.0,16.6,  45.0,  826.0,3.1,  68.0,33.8,  316.0,7.3,5.4,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: May
Coverage limitation: Excluding regular military living in barracks"
SI,Slovenia,1997,MF,  12.0,  144.0,16.3,  44.0,  823.0,3.0,  70.0,17.1,  312.0,3.8,5.3,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: Second quarter
Coverage limitation: Excluding regular military living in barracks"
SI,Slovenia,1998,MF,  50.0,  138.0,17.6,  50.0,  846.0,3.0,  75.0,66.7,  303.0,16.5,5.9,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: Second quarter
Coverage limitation: Excluding regular military living in barracks"
SI,Slovenia,1999,MF,  23.0,  124.0,18.5,  48.0,  840.0,3.2,  71.0,32.4,  297.0,7.7,5.7,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: Second quarter
Coverage limitation: Excluding regular military living in barracks"
SI,Slovenia,2000,MF,  18.0,,16.4,  49.0,,,  67.0,26.9,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: Second quarter
Coverage limitation: Excluding regular military living in barracks"
SI,Slovenia,2001,MF,  17.0,  105.0,15.7,  38.0,  867.0,3.6,  55.0,30.9,  288.0,5.9,4.4,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: Second quarter
Coverage limitation: Excluding regular military living in barracks"
SI,Slovenia,2002 b,MF,  17.407,  105.196,16.5,  43.872,  865.679,3.3,  61.279,28.4,  287.351,6.1,5.1,OECD,LFS,T,Youth: 15-24; Adult: 25+,
SI,Slovenia,2003,MF,  17.366,  100.139,17.3,  46.807,  861.284,3.2,  64.173,27.1,  284.425,6.1,5.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,
SI,Slovenia,2004,MF,  17.975,  111.472,16.1,  45.351,  895.3,3.2,  63.325,28.4,  276.3,6.5,5.1,OECD,LFS,T,Youth: 15-24; Adult: 25+,
SI,Slovenia,2005,MF,  17.236,  108.094,15.9,  48.814,  907.179,3.0,  66.05,26.1,  266.778,6.5,5.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,
SI,Slovenia,2006,MF,  14.702,  106.12,13.9,  46.11,  915.901,2.8,  60.812,24.2,  261.286,5.6,5.0,OECD,LFS,T,Youth: 15-24; Adult: 25+,
SI,Slovenia,2007,MF,  10.8,  106.956,10.1,  39.069,  928.077,2.4,  49.869,21.7,  255.689,4.2,4.2,OECD,LFS,T,Youth: 15-24; Adult: 25+,
SI,Slovenia,2008,MF,  11.413,  109.348,10.4,  34.112,  932.277,2.9,  45.525,25.1,  254.984,4.5,3.7,OECD,LFS,T,Youth: 15-24; Adult: 25+,
